img, label, ecd.nm, minor.ax.len.nm, major.ax.len.nm, ar, solidity
6, 36, 83.4439, 83.1272, 83.8355, 1.00852, 0.986458
6, 37, 93.1247, 93.0488, 93.2895, 1.00259, 0.984049
6, 38, 61.5001, 60.6907, 62.4653, 1.02924, 0.981518
6, 39, 69.9281, 69.1884, 70.8365, 1.02382, 0.982304
6, 41, 74.7223, 74.0672, 75.4103, 1.01813, 0.981225
6, 42, 75.8179, 74.8921, 76.8752, 1.02648, 0.977997
6, 43, 97.2787, 96.8503, 97.755, 1.00934, 0.985555
6, 44, 60.9798, 60.2175, 61.9287, 1.02842, 0.981692
6, 45, 71.3608, 71.334, 71.5355, 1.00283, 0.98264
6, 46, 77.3475, 76.7584, 78.0887, 1.01733, 0.985489
6, 47, 71.203, 70.5954, 71.9353, 1.01898, 0.979363
6, 48, 105.167, 103.596, 106.801, 1.03094, 0.983172
6, 49, 60.6716, 60.1656, 61.3378, 1.01948, 0.982
6, 50, 75.7066, 74.3675, 77.1545, 1.03748, 0.979814
6, 51, 96.9989, 96.1962, 97.8386, 1.01707, 0.983735
6, 52, 76.6049, 75.8257, 77.5248, 1.02241, 0.984591
6, 53, 96.3786, 95.5624, 97.2502, 1.01766, 0.983724
6, 54, 73.2786, 72.3516, 74.2859, 1.02673, 0.977149
6, 55, 62.3175, 62.2342, 62.5547, 1.00515, 0.981061
6, 56, 81.5812, 81.2431, 82.0226, 1.00959, 0.986937
6, 57, 70.4622, 69.2047, 71.8718, 1.03854, 0.981475
6, 58, 69.2278, 67.9389, 70.6756, 1.04028, 0.979693
6, 59, 85.4195, 84.0519, 86.8937, 1.03381, 0.980605
6, 60, 66.126, 65.1624, 67.2959, 1.03274, 0.981902
6, 61, 80.5989, 79.3034, 81.9638, 1.03355, 0.982426
6, 63, 84.3486, 83.3994, 85.4162, 1.02418, 0.982147
6, 64, 71.124, 70.4736, 71.8725, 1.01985, 0.980029
6, 65, 74.8351, 73.0109, 76.8045, 1.05196, 0.981603
6, 66, 100.295, 99.9604, 100.693, 1.00733, 0.982787
6, 67, 60.5479, 60.1396, 61.1192, 1.01629, 0.980943
6, 68, 78.8118, 76.8587, 80.8723, 1.05222, 0.98543
6, 69, 76.5192, 75.4333, 77.686, 1.02986, 0.976861
6, 70, 64.9247, 64.5927, 65.3675, 1.012, 0.972751
6, 71, 73.7376, 73.0419, 74.6107, 1.02148, 0.986399
6, 72, 86.3579, 85.7837, 87.0597, 1.01487, 0.982469
6, 73, 68.8205, 66.4259, 71.352, 1.07416, 0.982886
6, 74, 75.9784, 75.6549, 76.417, 1.01007, 0.983083
6, 76, 85.7043, 84.2802, 87.2727, 1.03551, 0.984673
6, 77, 64.2281, 63.5263, 65.0863, 1.02456, 0.983907
6, 78, 67.8329, 66.9874, 68.7184, 1.02584, 0.984362
6, 79, 75.3343, 74.2902, 76.4814, 1.0295, 0.978036
6, 80, 76.2247, 75.0373, 77.5228, 1.03312, 0.982567
6, 81, 83.0724, 82.1897, 84.0633, 1.0228, 0.984492
6, 82, 92.245, 90.5719, 94.0397, 1.03829, 0.985885
6, 83, 77.3354, 76.8712, 77.8719, 1.01302, 0.984877
6, 84, 76.6905, 74.7816, 78.7209, 1.05268, 0.983391
6, 85, 57.4669, 56.9982, 58.149, 1.02019, 0.982711
6, 86, 79.8396, 78.3921, 81.4148, 1.03856, 0.984086
6, 88, 87.6825, 86.7759, 88.6198, 1.02125, 0.987007
6, 89, 87.8, 87.1374, 88.5929, 1.0167, 0.985622
6, 90, 73.8645, 73.1117, 74.7631, 1.02259, 0.981788
6, 91, 95.0569, 94.2039, 96.0001, 1.01907, 0.983276
6, 92, 78.3467, 76.7575, 80.0259, 1.04258, 0.986446
6, 93, 83.9589, 82.6308, 85.474, 1.03441, 0.980448
6, 94, 62.1368, 61.4748, 62.9001, 1.02319, 0.98659
6, 95, 76.4702, 75.1388, 77.8843, 1.03654, 0.979899
7, 2, 75.7066, 75.5044, 76.0101, 1.0067, 0.983596
7, 3, 79.0137, 77.6281, 80.6186, 1.03852, 0.982596
7, 5, 71.1636, 69.5977, 72.9162, 1.04768, 0.983977
7, 6, 88.5439, 87.3581, 89.8664, 1.02871, 0.984467
7, 7, 69.1329, 68.4456, 69.8996, 1.02124, 0.983796
7, 8, 92.4277, 91.5589, 93.3288, 1.01933, 0.989149
7, 9, 93.9961, 93.2494, 94.8497, 1.01716, 0.978414
7, 10, 101.179, 99.8901, 102.55, 1.02663, 0.980258
7, 11, 79.286, 78.0347, 80.6682, 1.03375, 0.980129
7, 12, 66.8028, 66.185, 67.6136, 1.02158, 0.97662
7, 13, 61.2252, 60.5356, 62.1879, 1.02729, 0.976562
7, 14, 46.5472, 45.8402, 47.4071, 1.03418, 0.978831
7, 15, 88.8714, 87.8525, 90.006, 1.02451, 0.985962
7, 16, 79.4159, 78.3135, 80.6126, 1.02936, 0.981908
7, 17, 69.5249, 68.3867, 70.7496, 1.03455, 0.984351
7, 18, 72.4814, 71.4309, 73.6985, 1.03174, 0.983164
7, 19, 88.8714, 87.6068, 90.2827, 1.03054, 0.981369
7, 20, 83.4326, 82.1351, 84.8504, 1.03306, 0.987241
7, 21, 85.2438, 84.9749, 85.5483, 1.00675, 0.983511
7, 22, 101.003, 100.019, 102.07, 1.0205, 0.981605
7, 23, 86.271, 85.2337, 87.4151, 1.02559, 0.980978
7, 24, 89.2817, 88.3682, 90.2916, 1.02176, 0.986089
7, 25, 80.8891, 80.4646, 81.4475, 1.01222, 0.982273
7, 26, 80.5524, 79.8921, 81.4211, 1.01914, 0.979072
7, 27, 92.9635, 92.5034, 93.4794, 1.01055, 0.988424
7, 28, 76.8857, 75.8617, 78.042, 1.02874, 0.978288
7, 29, 90.346, 89.5263, 91.2646, 1.01942, 0.984181
7, 30, 87.2754, 86.5889, 88.0448, 1.01681, 0.986647
7, 31, 74.2694, 73.6372, 75.0496, 1.01918, 0.983294
7, 32, 100.799, 99.0646, 102.602, 1.03571, 0.985816
7, 33, 80.8659, 80.2765, 81.5305, 1.01562, 0.985037
7, 34, 80.3194, 79.724, 81.044, 1.01656, 0.980347
7, 35, 95.0371, 94.3672, 95.8177, 1.01537, 0.984072
7, 36, 88.3426, 87.6636, 89.118, 1.01659, 0.987198
7, 37, 105.38, 103.556, 107.291, 1.03607, 0.9875
7, 39, 77.674, 77.0993, 78.3163, 1.01579, 0.973979
7, 40, 78.895, 78.5003, 79.3902, 1.01134, 0.981093
7, 41, 82.4951, 81.3474, 83.8021, 1.03018, 0.986417
7, 42, 72.7653, 70.9101, 74.7313, 1.05389, 0.976833
7, 43, 79.7574, 77.9851, 81.6811, 1.04739, 0.978662
7, 44, 86.3579, 85.6574, 87.1161, 1.01703, 0.981016
7, 45, 99.9771, 98.3548, 101.675, 1.03375, 0.984312
7, 46, 67.0269, 66.1213, 68.1491, 1.03067, 0.98278
7, 47, 76.1017, 75.2098, 77.101, 1.02515, 0.98722
7, 48, 97.1919, 96.3067, 98.1645, 1.01929, 0.983223
7, 49, 63.154, 62.2544, 64.2344, 1.0318, 0.984729
7, 50, 92.6606, 91.8354, 93.5758, 1.01895, 0.984526
7, 51, 89.7319, 87.9022, 91.6827, 1.04301, 0.985547
7, 52, 53.2518, 52.648, 54.0915, 1.02742, 0.98183
7, 53, 68.3011, 67.3694, 69.3533, 1.02945, 0.976845
7, 54, 72.9839, 72.4189, 73.7475, 1.01835, 0.985437
7, 57, 92.9131, 92.0904, 93.7795, 1.01834, 0.986084
7, 58, 91.2851, 89.5479, 93.1273, 1.03997, 0.984718
7, 61, 56.9591, 56.6402, 57.4675, 1.01461, 0.980737
8, 2, 93.3659, 93.2028, 93.5863, 1.00411, 0.986008
8, 4, 83.2302, 82.9337, 83.5882, 1.00789, 0.986126
8, 5, 79.5809, 78.0353, 81.3314, 1.04224, 0.984844
8, 6, 67.9985, 67.5177, 68.708, 1.01763, 0.986011
8, 7, 87.9066, 87.0181, 88.8269, 1.02079, 0.984715
8, 8, 87.522, 87.0713, 88.1844, 1.01278, 0.984345
8, 9, 91.2234, 90.2512, 92.3185, 1.02291, 0.981649
8, 10, 69.3765, 68.241, 70.6255, 1.03494, 0.982778
8, 11, 73.9406, 72.8719, 75.215, 1.03215, 0.984808
8, 12, 97.0762, 95.7393, 98.4902, 1.02873, 0.986656
8, 13, 87.6397, 86.0529, 89.4857, 1.03989, 0.966509
8, 14, 56.3305, 55.4784, 57.3783, 1.03425, 0.980881
8, 15, 90.667, 90.2121, 91.3081, 1.01215, 0.978799
8, 17, 61.8041, 61.1341, 62.6603, 1.02496, 0.982642
8, 18, 81.4087, 80.264, 82.8146, 1.03178, 0.974105
8, 19, 86.2058, 85.3589, 87.1548, 1.02104, 0.984115
8, 20, 92.3059, 91.3587, 93.2876, 1.02111, 0.986331
8, 21, 90.4497, 89.9543, 91.0083, 1.01172, 0.983773
8, 22, 65.2845, 63.9385, 66.7416, 1.04384, 0.976385
8, 24, 60.2842, 59.1511, 61.6184, 1.04171, 0.979293
8, 25, 81.0048, 79.2311, 82.8987, 1.04629, 0.982323
8, 26, 83.1062, 82.0449, 84.2538, 1.02692, 0.989262
8, 27, 87.4363, 86.4145, 88.5677, 1.02492, 0.988369
8, 28, 75.4834, 74.8928, 76.2499, 1.01812, 0.983819
8, 29, 80.0037, 78.8882, 81.2045, 1.02936, 0.983583
8, 30, 86.4013, 85.6575, 87.2583, 1.01869, 0.986379
8, 31, 74.785, 73.2718, 76.4322, 1.04313, 0.981902
8, 32, 100.994, 99.706, 102.37, 1.02672, 0.986942
8, 33, 83.3427, 82.6522, 84.1628, 1.01828, 0.986425
8, 34, 87.5434, 86.6083, 88.5242, 1.02212, 0.981046
8, 35, 86.7585, 85.2963, 88.3262, 1.03552, 0.985038
8, 36, 72.7781, 71.8699, 73.8139, 1.02705, 0.97921
8, 37, 77.674, 75.6647, 79.843, 1.05522, 0.985911
8, 38, 97.0086, 95.5791, 98.5038, 1.0306, 0.987026
8, 39, 81.7763, 80.573, 83.0814, 1.03113, 0.987272
8, 40, 73.0865, 72.681, 73.7127, 1.01419, 0.986159
8, 41, 54.5041, 53.9743, 55.1602, 1.02197, 0.983861
8, 42, 49.7584, 48.889, 50.7826, 1.03873, 0.962828
8, 43, 83.8695, 82.8287, 84.9517, 1.02563, 0.985557
8, 44, 69.9817, 69.1967, 70.9365, 1.02514, 0.98344
8, 45, 80.9354, 79.2139, 82.7862, 1.0451, 0.985896
8, 46, 74.81, 72.9615, 76.7712, 1.05222, 0.986129
8, 47, 106.363, 105.09, 107.667, 1.02453, 0.989508
8, 48, 68.0261, 66.8271, 69.3645, 1.03797, 0.983274
8, 49, 92.0518, 91.2082, 92.9354, 1.01894, 0.983254
8, 50, 76.971, 75.68, 78.3135, 1.0348, 0.98351
8, 51, 68.7387, 67.9247, 69.8238, 1.02796, 0.977132
8, 52, 91.6948, 90.0306, 93.4646, 1.03814, 0.985501
8, 54, 107.458, 105.454, 109.56, 1.03894, 0.98152
8, 55, 68.4107, 67.6159, 69.3612, 1.02581, 0.975772
8, 56, 93.7465, 93.658, 93.8848, 1.00242, 0.990494
8, 57, 75.3343, 74.897, 75.9451, 1.01399, 0.982479
8, 58, 80.1793, 79.2996, 81.1825, 1.02374, 0.983936
8, 59, 87.3612, 87.2446, 87.5828, 1.00388, 0.98835
8, 60, 90.7703, 89.0553, 92.5938, 1.03973, 0.986978
8, 61, 85.4963, 83.4331, 87.6489, 1.05053, 0.982863
8, 62, 93.1347, 92.184, 94.1338, 1.02115, 0.985729
8, 63, 76.5804, 75.697, 77.6094, 1.02526, 0.986755
8, 64, 88.5968, 87.981, 89.3076, 1.01508, 0.98634
8, 65, 86.7044, 85.3554, 88.2041, 1.03337, 0.977101
8, 66, 85.2108, 83.8942, 86.5832, 1.03205, 0.981754
8, 67, 84.7366, 83.4375, 86.1132, 1.03207, 0.985593
8, 68, 50.7837, 49.9754, 51.8338, 1.03719, 0.977967
8, 70, 84.0704, 84.0204, 84.2287, 1.00248, 0.984081
8, 71, 85.4195, 83.8499, 87.0493, 1.03816, 0.984324
8, 72, 89.439, 88.7155, 90.2568, 1.01737, 0.985454
8, 73, 64.7802, 64.5294, 65.1176, 1.00912, 0.985909
8, 75, 64.0528, 62.3132, 65.971, 1.0587, 0.979857
8, 78, 84.0593, 82.4852, 85.7478, 1.03955, 0.984077
9, 2, 78.3826, 77.5196, 79.3857, 1.02407, 0.986755
9, 3, 72.7137, 71.4726, 74.0034, 1.03541, 0.980535
9, 4, 60.9798, 60.4637, 61.6245, 1.0192, 0.984615
9, 5, 92.4175, 90.7669, 94.1517, 1.03729, 0.987432
9, 6, 54.693, 53.9754, 55.5925, 1.02996, 0.974359
9, 7, 91.9907, 90.3689, 93.7068, 1.03694, 0.985593
9, 8, 86.2493, 85.4607, 87.1538, 1.01981, 0.985108
9, 10, 78.7642, 77.8231, 79.9316, 1.02709, 0.983363
9, 11, 73.0865, 72.3317, 74.0443, 1.02368, 0.984796
9, 12, 102.486, 101.241, 103.764, 1.02492, 0.987141
9, 13, 66.9709, 66.1617, 67.9219, 1.0266, 0.981542
9, 15, 94.6914, 92.9326, 96.5229, 1.03863, 0.986392
9, 16, 76.0031, 75.2592, 76.8664, 1.02136, 0.986556
9, 17, 78.4304, 77.7914, 79.1897, 1.01797, 0.983518
9, 18, 62.5276, 62.4501, 62.7504, 1.00481, 0.979343
9, 19, 86.7476, 85.7119, 87.8807, 1.0253, 0.985518
9, 20, 89.4809, 87.1202, 91.9912, 1.05591, 0.979367
9, 21, 83.4888, 81.3364, 85.7627, 1.05442, 0.986211
9, 22, 83.5897, 82.2203, 85.0587, 1.03452, 0.984941
9, 23, 91.244, 90.6668, 91.9062, 1.01367, 0.987989
9, 24, 102.046, 100.988, 103.161, 1.02152, 0.988612
9, 25, 84.0258, 83.8445, 84.393, 1.00654, 0.976413
9, 26, 95.3325, 94.6592, 96.0584, 1.01478, 0.983371
9, 27, 73.2658, 73.1148, 73.5786, 1.00634, 0.97948
9, 28, 88.0451, 86.898, 89.2731, 1.02733, 0.986406
9, 29, 77.6015, 76.2406, 79.0389, 1.0367, 0.987704
9, 31, 72.4943, 71.1236, 73.9638, 1.03993, 0.98317
9, 32, 72.2223, 71.6884, 72.899, 1.01689, 0.97752
9, 33, 86.2819, 86.14, 86.5009, 1.00419, 0.987568
9, 34, 84.4708, 83.7597, 85.2837, 1.0182, 0.984484
9, 36, 68.2461, 66.0426, 70.6711, 1.07008, 0.976424
9, 37, 61.0719, 60.0176, 62.3341, 1.0386, 0.966958
9, 38, 67.8744, 66.5772, 69.3311, 1.04136, 0.982022
9, 39, 64.432, 63.8862, 65.1297, 1.01946, 0.980957
9, 40, 65.3419, 64.8444, 65.9924, 1.0177, 0.98232
9, 41, 75.1475, 74.0763, 76.3782, 1.03107, 0.984641
9, 42, 74.181, 72.944, 75.4994, 1.03503, 0.985897
9, 43, 86.3687, 85.4203, 87.4236, 1.02345, 0.985881
9, 44, 78.7285, 78.0457, 79.5795, 1.01965, 0.983641
9, 45, 79.1795, 77.4346, 81.05, 1.04669, 0.986435
9, 46, 64.5192, 64.3393, 64.8179, 1.00744, 0.979277
9, 47, 90.0239, 89.3309, 90.7912, 1.01635, 0.984069
9, 48, 74.4207, 73.5066, 75.5367, 1.02762, 0.985328
9, 49, 88.7026, 87.9175, 89.5617, 1.0187, 0.980612
9, 50, 58.0349, 56.9754, 59.3236, 1.04122, 0.982504
9, 51, 71.5575, 69.7797, 73.4817, 1.05305, 0.98238
9, 52, 98.7321, 98.0083, 99.5053, 1.01527, 0.986346
9, 53, 66.8869, 65.5389, 68.9809, 1.05252, 0.974286
9, 54, 79.2623, 78.4049, 80.294, 1.02409, 0.983857
9, 55, 70.9922, 69.8909, 72.1819, 1.03278, 0.985704
9, 56, 71.2688, 70.0718, 72.5827, 1.03583, 0.983309
9, 57, 66.8028, 65.5982, 68.1816, 1.03938, 0.973824
9, 58, 85.2548, 84.8218, 85.7234, 1.01063, 0.986016
9, 59, 63.9063, 62.9288, 64.9781, 1.03256, 0.972334
9, 60, 69.3225, 67.6182, 71.1935, 1.05288, 0.984261
9, 61, 61.378, 59.7232, 63.3214, 1.06025, 0.960803
9, 62, 82.5859, 80.5938, 84.6862, 1.05078, 0.984312
9, 63, 85.3866, 83.1541, 87.7895, 1.05574, 0.98282
9, 64, 86.0535, 84.2196, 87.9953, 1.04483, 0.984796
9, 65, 73.3809, 73.0424, 73.8624, 1.01123, 0.983567
9, 66, 89.5019, 88.5525, 90.5202, 1.02222, 0.988894
9, 67, 80.5408, 79.5205, 81.624, 1.02645, 0.982123
9, 68, 70.6348, 69.8894, 71.5177, 1.0233, 0.987389
9, 69, 83.7241, 82.9472, 84.5962, 1.01988, 0.987068
9, 70, 85.3866, 83.5538, 87.354, 1.04548, 0.988313
9, 72, 69.2142, 68.198, 70.428, 1.0327, 0.980814
9, 73, 78.227, 76.5885, 80.0966, 1.0458, 0.986703
9, 74, 77.5774, 76.7983, 78.4717, 1.02179, 0.980458
9, 75, 87.6825, 86.8882, 88.6372, 1.02013, 0.98511
10, 3, 79.5102, 78.6481, 80.4592, 1.02303, 0.981951
10, 5, 81.028, 79.3205, 82.8552, 1.04456, 0.986761
10, 6, 81.282, 80.6544, 81.9974, 1.01665, 0.984637
10, 7, 104.353, 103.052, 105.7, 1.0257, 0.986753
10, 8, 87.4792, 86.5448, 88.4995, 1.02259, 0.985042
10, 9, 77.6136, 76.6468, 78.7301, 1.02718, 0.984983
10, 10, 87.5327, 86.5147, 88.6149, 1.02428, 0.983401
10, 11, 60.2687, 59.2228, 61.4393, 1.03743, 0.981266
10, 12, 97.9411, 96.4448, 99.5441, 1.03214, 0.982342
10, 13, 60.5634, 60.0226, 61.399, 1.02293, 0.976547
10, 14, 68.6432, 67.2509, 70.2302, 1.0443, 0.980499
10, 15, 76.507, 75.9208, 77.2464, 1.01746, 0.984863
10, 16, 90.3875, 89.8456, 90.9977, 1.01282, 0.985307
10, 17, 65.2558, 64.7008, 65.9147, 1.01876, 0.984829
10, 18, 101.309, 100.478, 102.295, 1.01808, 0.970062
10, 19, 68.4244, 67.9409, 69.1251, 1.01743, 0.979608
10, 20, 65.1264, 64.3052, 66.1746, 1.02907, 0.984341
10, 21, 92.062, 90.9515, 93.2561, 1.02534, 0.984971
10, 23, 75.5827, 74.4608, 76.9165, 1.03298, 0.984814
10, 24, 68.3422, 67.9654, 68.8622, 1.0132, 0.984202
10, 25, 93.3157, 92.4762, 94.2652, 1.01935, 0.989774
10, 26, 93.6565, 92.2097, 95.1886, 1.03231, 0.981338
10, 27, 75.8179, 74.9538, 76.8466, 1.02525, 0.985223
10, 28, 82.5292, 81.9804, 83.2592, 1.0156, 0.985893
10, 29, 83.97, 83.0741, 84.9151, 1.02216, 0.984044
10, 30, 84.3931, 82.4571, 86.41, 1.04794, 0.985477
10, 31, 69.5519, 69.1492, 70.0731, 1.01336, 0.982864
10, 32, 86.2384, 85.2848, 87.3187, 1.02385, 0.987065
10, 33, 87.0496, 86.8987, 87.2425, 1.00396, 0.986579
10, 34, 97.1919, 95.5003, 98.9786, 1.03642, 0.985145
10, 35, 90.0031, 88.2045, 91.8923, 1.04181, 0.987209
10, 36, 82.7333, 81.5934, 83.919, 1.0285, 0.987027
10, 37, 84.637, 83.8716, 85.5559, 1.02008, 0.98429
10, 38, 92.5594, 91.6628, 93.5354, 1.02043, 0.981533
10, 39, 83.9477, 83.8142, 84.1223, 1.00368, 0.987136
10, 41, 101.641, 101.063, 102.265, 1.0119, 0.987106
10, 42, 75.16, 74.0374, 76.4281, 1.03229, 0.982399
10, 43, 71.8972, 70.8531, 73.0172, 1.03054, 0.986409
10, 44, 103.242, 102.301, 104.268, 1.01923, 0.977484
10, 45, 92.8425, 91.2752, 94.4705, 1.03501, 0.987758
10, 46, 60.1442, 59.7075, 60.7425, 1.01733, 0.977215
10, 47, 81.3051, 79.652, 83.0938, 1.04321, 0.986022
10, 48, 80.8891, 80.1871, 81.7104, 1.019, 0.98255
10, 49, 70.595, 68.6413, 72.6641, 1.05861, 0.984815
10, 50, 79.1085, 77.8642, 80.4528, 1.03325, 0.987578
10, 51, 74.8726, 74.2255, 75.6734, 1.01951, 0.985827
10, 52, 67.1665, 66.0047, 68.5299, 1.03826, 0.9628
10, 53, 89.1767, 88.2276, 90.2416, 1.02283, 0.984683
10, 54, 73.317, 72.5182, 74.262, 1.02405, 0.979843
10, 55, 59.6435, 59.1681, 60.2798, 1.01879, 0.974333
10, 56, 87.3827, 86.3927, 88.5024, 1.02442, 0.98501
10, 57, 77.4444, 75.8106, 79.1699, 1.04431, 0.984313
10, 58, 69.363, 68.5045, 70.2906, 1.02607, 0.983148
10, 59, 67.3477, 66.3275, 68.5904, 1.03412, 0.981744
10, 60, 80.0155, 77.9026, 82.26, 1.05593, 0.985574
10, 61, 61.1333, 60.1405, 62.2685, 1.03538, 0.979853
10, 62, 68.0949, 67.1003, 69.2879, 1.0326, 0.990392
10, 63, 82.9143, 82.8379, 83.0572, 1.00265, 0.986287
10, 64, 74.042, 72.9504, 75.3375, 1.03272, 0.983193
10, 65, 60.222, 58.8743, 61.7105, 1.04817, 0.972851
10, 66, 86.5963, 86.0613, 87.2066, 1.01331, 0.987414
10, 67, 88.692, 87.9669, 89.5118, 1.01756, 0.987065
10, 68, 69.1871, 68.5001, 70.0689, 1.0229, 0.983442
10, 69, 65.1408, 64.091, 66.401, 1.03604, 0.985633
10, 71, 83.1851, 82.1788, 84.2388, 1.02507, 0.983484
11, 2, 106.169, 105.171, 107.235, 1.01963, 0.980757
11, 3, 71.0317, 69.9467, 72.1735, 1.03183, 0.978553
11, 4, 100.258, 99.7207, 100.921, 1.01203, 0.973321
11, 5, 68.8613, 67.8603, 70.0414, 1.03214, 0.978723
11, 6, 93.9961, 92.8958, 95.1906, 1.0247, 0.984339
11, 7, 39.3464, 37.0075, 42.1515, 1.139, 0.954913
11, 8, 65.1408, 64.1619, 66.3648, 1.03433, 0.978815
11, 9, 82.1536, 80.9944, 83.4252, 1.03001, 0.985226
11, 10, 80.0857, 79.2369, 81.0205, 1.02251, 0.984748
11, 12, 65.9983, 65.3017, 66.8902, 1.02433, 0.98308
11, 13, 86.097, 85.8436, 86.4634, 1.00722, 0.984566
11, 14, 72.0144, 71.6721, 72.5061, 1.01164, 0.979469
11, 15, 79.4513, 78.638, 80.3163, 1.02134, 0.98566
11, 16, 85.9554, 84.6645, 87.3233, 1.0314, 0.983533
11, 17, 82.3928, 81.6916, 83.1578, 1.01795, 0.985042
11, 18, 97.1148, 95.8579, 98.3987, 1.02651, 0.988411
11, 19, 70.1957, 69.0656, 71.4804, 1.03496, 0.987232
11, 20, 89.0189, 87.8227, 90.3356, 1.02861, 0.986007
11, 22, 78.8593, 78.0119, 79.7975, 1.02289, 0.983986
11, 23, 78.6213, 78.1342, 79.2111, 1.01378, 0.980964
11, 24, 91.8377, 90.0593, 93.6968, 1.04039, 0.984898
11, 25, 81.3396, 80.3064, 82.508, 1.02741, 0.986309
11, 26, 82.165, 80.8769, 83.593, 1.03358, 0.984691
11, 27, 85.7917, 84.9625, 86.7325, 1.02083, 0.989667
11, 28, 89.9302, 88.9729, 90.9987, 1.02277, 0.986962
11, 29, 93.2051, 91.8034, 94.7087, 1.03165, 0.987431
11, 30, 62.1518, 60.6193, 64.1551, 1.05833, 0.96897
11, 31, 85.6387, 84.4327, 86.9921, 1.03031, 0.985146
11, 32, 94.1256, 92.5691, 95.7587, 1.03446, 0.983972
11, 33, 95.6661, 94.026, 97.3809, 1.03568, 0.987063
11, 34, 74.6972, 73.681, 75.8316, 1.02919, 0.982508
11, 35, 69.3089, 68.0121, 70.8377, 1.04155, 0.983122
11, 36, 84.3931, 82.8278, 86.0266, 1.03862, 0.985222
11, 37, 99.3188, 98.8258, 99.8561, 1.01043, 0.986504
11, 38, 71.492, 70.6102, 72.5386, 1.02731, 0.982349
11, 39, 65.4852, 64.7477, 66.3601, 1.0249, 0.981132
11, 40, 89.2607, 88.4719, 90.1502, 1.01897, 0.985396
11, 41, 71.9233, 70.8296, 73.2085, 1.03359, 0.985714
11, 43, 95.2637, 93.6333, 96.9455, 1.03537, 0.988365
11, 44, 79.4277, 78.4123, 80.4976, 1.02659, 0.985363
11, 45, 98.6181, 98.4651, 98.8483, 1.00389, 0.979796
